date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,SoybeanOil_N0,SoybeanOil_N1,SoybeanOil_N2,SoybeanOil_N3,SoybeanOil_N4,SoybeanOil_N5,SoybeanOil_N6
2023-04-10,O,2023-04-09 20:00:00,2023-04-10 14:20:00,2023-04-10 14:14:00,2023-04-10 14:15:00,9,,202305,202307,202312,202401,202403,202405
2023-04-11,O,2023-04-10 20:00:00,2023-04-11 14:20:00,2023-04-11 14:14:00,2023-04-11 14:15:00,8,,202305,202307,202312,202401,202403,202405
2023-04-12,O,2023-04-11 20:00:00,2023-04-12 14:20:00,2023-04-12 14:14:00,2023-04-12 14:15:00,7,,202305,202307,202312,202401,202403,202405
2023-04-13,O,2023-04-12 20:00:00,2023-04-13 14:20:00,2023-04-13 14:14:00,2023-04-13 14:15:00,6,,202305,202307,202312,202401,202403,202405
2023-04-14,O,2023-04-13 20:00:00,2023-04-14 14:20:00,2023-04-14 14:14:00,2023-04-14 14:15:00,5,,202305,202307,202312,202401,202403,202405
2023-04-17,O,2023-04-16 20:00:00,2023-04-17 14:20:00,2023-04-17 14:14:00,2023-04-17 14:15:00,4,,202305,202307,202312,202401,202403,202405
2023-04-18,O,2023-04-17 20:00:00,2023-04-18 14:20:00,2023-04-18 14:14:00,2023-04-18 14:15:00,3,,202305,202307,202312,202401,202403,202405
2023-04-19,O,2023-04-18 20:00:00,2023-04-19 14:20:00,2023-04-19 14:14:00,2023-04-19 14:15:00,2,,202305,202307,202312,202401,202403,202405
2023-04-20,O,2023-04-19 20:00:00,2023-04-20 14:20:00,2023-04-20 14:14:00,2023-04-20 14:15:00,1,,202305,202307,202312,202401,202403,202405
2023-04-21,O,2023-04-20 20:00:00,2023-04-21 14:20:00,2023-04-21 14:14:00,2023-04-21 14:15:00,0,,202305,202307,202312,202401,202403,202405
2023-04-24,O,2023-04-23 20:00:00,2023-04-24 14:20:00,2023-04-24 14:14:00,2023-04-24 14:15:00,42,202305,202307,202312,202401,202403,202405,202407
2023-04-25,O,2023-04-24 20:00:00,2023-04-25 14:20:00,2023-04-25 14:14:00,2023-04-25 14:15:00,41,202305,202307,202312,202401,202403,202405,202407
2023-04-26,O,2023-04-25 20:00:00,2023-04-26 14:20:00,2023-04-26 14:14:00,2023-04-26 14:15:00,40,202305,202307,202312,202401,202403,202405,202407
2023-04-27,O,2023-04-26 20:00:00,2023-04-27 14:20:00,2023-04-27 14:14:00,2023-04-27 14:15:00,39,202305,202307,202312,202401,202403,202405,202407
2023-04-28,O,2023-04-27 20:00:00,2023-04-28 14:20:00,2023-04-28 14:14:00,2023-04-28 14:15:00,38,202305,202307,202312,202401,202403,202405,202407
2023-05-01,O,2023-04-30 20:00:00,2023-05-01 14:20:00,2023-05-01 14:14:00,2023-05-01 14:15:00,37,202305,202307,202312,202401,202403,202405,202407
2023-05-02,O,2023-05-01 20:00:00,2023-05-02 14:20:00,2023-05-02 14:14:00,2023-05-02 14:15:00,36,202305,202307,202312,202401,202403,202405,202407
2023-05-03,O,2023-05-02 20:00:00,2023-05-03 14:20:00,2023-05-03 14:14:00,2023-05-03 14:15:00,35,202305,202307,202312,202401,202403,202405,202407
2023-05-04,O,2023-05-03 20:00:00,2023-05-04 14:20:00,2023-05-04 14:14:00,2023-05-04 14:15:00,34,202305,202307,202312,202401,202403,202405,202407
2023-05-05,O,2023-05-04 20:00:00,2023-05-05 14:20:00,2023-05-05 14:14:00,2023-05-05 14:15:00,33,202305,202307,202312,202401,202403,202405,202407
2023-05-08,O,2023-05-07 20:00:00,2023-05-08 14:20:00,2023-05-08 14:14:00,2023-05-08 14:15:00,32,202305,202307,202312,202401,202403,202405,202407
2023-05-09,O,2023-05-08 20:00:00,2023-05-09 14:20:00,2023-05-09 14:14:00,2023-05-09 14:15:00,31,202305,202307,202312,202401,202403,202405,202407
2023-05-10,O,2023-05-09 20:00:00,2023-05-10 14:20:00,2023-05-10 14:14:00,2023-05-10 14:15:00,30,202305,202307,202312,202401,202403,202405,202407
2023-05-11,O,2023-05-10 20:00:00,2023-05-11 14:20:00,2023-05-11 14:14:00,2023-05-11 14:15:00,29,202305,202307,202312,202401,202403,202405,202407
2023-05-12,O,2023-05-11 20:00:00,2023-05-12 14:20:00,2023-05-12 14:14:00,2023-05-12 14:15:00,28,202305,202307,202312,202401,202403,202405,202407
2023-05-15,O,2023-05-14 20:00:00,2023-05-15 14:20:00,2023-05-15 14:14:00,2023-05-15 14:15:00,27,,202307,202312,202401,202403,202405,202407
2023-05-16,O,2023-05-15 20:00:00,2023-05-16 14:20:00,2023-05-16 14:14:00,2023-05-16 14:15:00,26,,202307,202312,202401,202403,202405,202407
2023-05-17,O,2023-05-16 20:00:00,2023-05-17 14:20:00,2023-05-17 14:14:00,2023-05-17 14:15:00,25,,202307,202312,202401,202403,202405,202407
2023-05-18,O,2023-05-17 20:00:00,2023-05-18 14:20:00,2023-05-18 14:14:00,2023-05-18 14:15:00,24,,202307,202312,202401,202403,202405,202407
2023-05-19,O,2023-05-18 20:00:00,2023-05-19 14:20:00,2023-05-19 14:14:00,2023-05-19 14:15:00,23,,202307,202312,202401,202403,202405,202407
2023-05-22,O,2023-05-21 20:00:00,2023-05-22 14:20:00,2023-05-22 14:14:00,2023-05-22 14:15:00,22,,202307,202312,202401,202403,202405,202407
2023-05-23,O,2023-05-22 20:00:00,2023-05-23 14:20:00,2023-05-23 14:14:00,2023-05-23 14:15:00,21,,202307,202312,202401,202403,202405,202407
2023-05-24,O,2023-05-23 20:00:00,2023-05-24 14:20:00,2023-05-24 14:14:00,2023-05-24 14:15:00,20,,202307,202312,202401,202403,202405,202407
2023-05-25,O,2023-05-24 20:00:00,2023-05-25 14:20:00,2023-05-25 14:14:00,2023-05-25 14:15:00,19,,202307,202312,202401,202403,202405,202407
2023-05-26,O,2023-05-25 20:00:00,2023-05-26 14:20:00,2023-05-26 14:14:00,2023-05-26 14:15:00,18,,202307,202312,202401,202403,202405,202407
2023-05-29,X,,,,,,,,,,,,
2023-05-30,O,2023-05-29 20:00:00,2023-05-30 14:20:00,2023-05-30 14:14:00,2023-05-30 14:15:00,17,,202307,202312,202401,202403,202405,202407
2023-05-31,O,2023-05-30 20:00:00,2023-05-31 14:20:00,2023-05-31 14:14:00,2023-05-31 14:15:00,16,,202307,202312,202401,202403,202405,202407
2023-06-01,O,2023-05-31 20:00:00,2023-06-01 14:20:00,2023-06-01 14:14:00,2023-06-01 14:15:00,15,,202307,202312,202401,202403,202405,202407
2023-06-02,O,2023-06-01 20:00:00,2023-06-02 14:20:00,2023-06-02 14:14:00,2023-06-02 14:15:00,14,,202307,202312,202401,202403,202405,202407
2023-06-05,O,2023-06-04 20:00:00,2023-06-05 14:20:00,2023-06-05 14:14:00,2023-06-05 14:15:00,13,,202307,202312,202401,202403,202405,202407
2023-06-06,O,2023-06-05 20:00:00,2023-06-06 14:20:00,2023-06-06 14:14:00,2023-06-06 14:15:00,12,,202307,202312,202401,202403,202405,202407
2023-06-07,O,2023-06-06 20:00:00,2023-06-07 14:20:00,2023-06-07 14:14:00,2023-06-07 14:15:00,11,,202307,202312,202401,202403,202405,202407
2023-06-08,O,2023-06-07 20:00:00,2023-06-08 14:20:00,2023-06-08 14:14:00,2023-06-08 14:15:00,10,,202307,202312,202401,202403,202405,202407
2023-06-09,O,2023-06-08 20:00:00,2023-06-09 14:20:00,2023-06-09 14:14:00,2023-06-09 14:15:00,9,,202307,202312,202401,202403,202405,202407
2023-06-12,O,2023-06-11 20:00:00,2023-06-12 14:20:00,2023-06-12 14:14:00,2023-06-12 14:15:00,8,,202307,202312,202401,202403,202405,202407
2023-06-13,O,2023-06-12 20:00:00,2023-06-13 14:20:00,2023-06-13 14:14:00,2023-06-13 14:15:00,7,,202307,202312,202401,202403,202405,202407
2023-06-14,O,2023-06-13 20:00:00,2023-06-14 14:20:00,2023-06-14 14:14:00,2023-06-14 14:15:00,6,,202307,202312,202401,202403,202405,202407
2023-06-15,O,2023-06-14 20:00:00,2023-06-15 14:20:00,2023-06-15 14:14:00,2023-06-15 14:15:00,5,,202307,202312,202401,202403,202405,202407
2023-06-16,O,2023-06-15 20:00:00,2023-06-16 14:20:00,2023-06-16 14:14:00,2023-06-16 14:15:00,4,,202307,202312,202401,202403,202405,202407
2023-06-19,X,,,,,,,,,,,,
2023-06-20,O,2023-06-19 20:00:00,2023-06-20 14:20:00,2023-06-20 14:14:00,2023-06-20 14:15:00,3,,202307,202312,202401,202403,202405,202407
2023-06-21,O,2023-06-20 20:00:00,2023-06-21 14:20:00,2023-06-21 14:14:00,2023-06-21 14:15:00,2,,202307,202312,202401,202403,202405,202407
2023-06-22,O,2023-06-21 20:00:00,2023-06-22 14:20:00,2023-06-22 14:14:00,2023-06-22 14:15:00,1,,202307,202312,202401,202403,202405,202407
2023-06-23,O,2023-06-22 20:00:00,2023-06-23 14:20:00,2023-06-23 14:14:00,2023-06-23 14:15:00,0,,202307,202312,202401,202403,202405,202407
2023-06-26,O,2023-06-25 20:00:00,2023-06-26 14:20:00,2023-06-26 14:14:00,2023-06-26 14:15:00,105,202307,202312,202401,202403,202405,202407,202412
2023-06-27,O,2023-06-26 20:00:00,2023-06-27 14:20:00,2023-06-27 14:14:00,2023-06-27 14:15:00,104,202307,202312,202401,202403,202405,202407,202412
2023-06-28,O,2023-06-27 20:00:00,2023-06-28 14:20:00,2023-06-28 14:14:00,2023-06-28 14:15:00,103,202307,202312,202401,202403,202405,202407,202412
2023-06-29,O,2023-06-28 20:00:00,2023-06-29 14:20:00,2023-06-29 14:14:00,2023-06-29 14:15:00,102,202307,202312,202401,202403,202405,202407,202412
2023-06-30,O,2023-06-29 20:00:00,2023-06-30 14:20:00,2023-06-30 14:14:00,2023-06-30 14:15:00,101,202307,202312,202401,202403,202405,202407,202412
2023-07-03,O,2023-07-02 20:00:00,2023-07-03 14:20:00,2023-07-03 14:14:00,2023-07-03 14:15:00,100,202307,202312,202401,202403,202405,202407,202412
2023-07-04,X,,,,,,,,,,,,
2023-07-05,O,2023-07-04 20:00:00,2023-07-05 14:20:00,2023-07-05 14:14:00,2023-07-05 14:15:00,99,202307,202312,202401,202403,202405,202407,202412
2023-07-06,O,2023-07-05 20:00:00,2023-07-06 14:20:00,2023-07-06 14:14:00,2023-07-06 14:15:00,98,202307,202312,202401,202403,202405,202407,202412
2023-07-07,O,2023-07-06 20:00:00,2023-07-07 14:20:00,2023-07-07 14:14:00,2023-07-07 14:15:00,97,202307,202312,202401,202403,202405,202407,202412
2023-07-10,O,2023-07-09 20:00:00,2023-07-10 14:20:00,2023-07-10 14:14:00,2023-07-10 14:15:00,96,202307,202312,202401,202403,202405,202407,202412
2023-07-11,O,2023-07-10 20:00:00,2023-07-11 14:20:00,2023-07-11 14:14:00,2023-07-11 14:15:00,95,202307,202312,202401,202403,202405,202407,202412
2023-07-12,O,2023-07-11 20:00:00,2023-07-12 14:20:00,2023-07-12 14:14:00,2023-07-12 14:15:00,94,202307,202312,202401,202403,202405,202407,202412
2023-07-13,O,2023-07-12 20:00:00,2023-07-13 14:20:00,2023-07-13 14:14:00,2023-07-13 14:15:00,93,202307,202312,202401,202403,202405,202407,202412
2023-07-14,O,2023-07-13 20:00:00,2023-07-14 14:20:00,2023-07-14 14:14:00,2023-07-14 14:15:00,92,202307,202312,202401,202403,202405,202407,202412
2023-07-17,O,2023-07-16 20:00:00,2023-07-17 14:20:00,2023-07-17 14:14:00,2023-07-17 14:15:00,91,,202312,202401,202403,202405,202407,202412
2023-07-18,O,2023-07-17 20:00:00,2023-07-18 14:20:00,2023-07-18 14:14:00,2023-07-18 14:15:00,90,,202312,202401,202403,202405,202407,202412
2023-07-19,O,2023-07-18 20:00:00,2023-07-19 14:20:00,2023-07-19 14:14:00,2023-07-19 14:15:00,89,,202312,202401,202403,202405,202407,202412
2023-07-20,O,2023-07-19 20:00:00,2023-07-20 14:20:00,2023-07-20 14:14:00,2023-07-20 14:15:00,88,,202312,202401,202403,202405,202407,202412
2023-07-21,O,2023-07-20 20:00:00,2023-07-21 14:20:00,2023-07-21 14:14:00,2023-07-21 14:15:00,87,,202312,202401,202403,202405,202407,202412
2023-07-24,O,2023-07-23 20:00:00,2023-07-24 14:20:00,2023-07-24 14:14:00,2023-07-24 14:15:00,86,,202312,202401,202403,202405,202407,202412
2023-07-25,O,2023-07-24 20:00:00,2023-07-25 14:20:00,2023-07-25 14:14:00,2023-07-25 14:15:00,85,,202312,202401,202403,202405,202407,202412
2023-07-26,O,2023-07-25 20:00:00,2023-07-26 14:20:00,2023-07-26 14:14:00,2023-07-26 14:15:00,84,,202312,202401,202403,202405,202407,202412
2023-07-27,O,2023-07-26 20:00:00,2023-07-27 14:20:00,2023-07-27 14:14:00,2023-07-27 14:15:00,83,,202312,202401,202403,202405,202407,202412
2023-07-28,O,2023-07-27 20:00:00,2023-07-28 14:20:00,2023-07-28 14:14:00,2023-07-28 14:15:00,82,,202312,202401,202403,202405,202407,202412
2023-07-31,O,2023-07-30 20:00:00,2023-07-31 14:20:00,2023-07-31 14:14:00,2023-07-31 14:15:00,81,,202312,202401,202403,202405,202407,202412
2023-08-01,O,2023-07-31 20:00:00,2023-08-01 14:20:00,2023-08-01 14:14:00,2023-08-01 14:15:00,80,,202312,202401,202403,202405,202407,202412
2023-08-02,O,2023-08-01 20:00:00,2023-08-02 14:20:00,2023-08-02 14:14:00,2023-08-02 14:15:00,79,,202312,202401,202403,202405,202407,202412
2023-08-03,O,2023-08-02 20:00:00,2023-08-03 14:20:00,2023-08-03 14:14:00,2023-08-03 14:15:00,78,,202312,202401,202403,202405,202407,202412
2023-08-04,O,2023-08-03 20:00:00,2023-08-04 14:20:00,2023-08-04 14:14:00,2023-08-04 14:15:00,77,,202312,202401,202403,202405,202407,202412
2023-08-07,O,2023-08-06 20:00:00,2023-08-07 14:20:00,2023-08-07 14:14:00,2023-08-07 14:15:00,76,,202312,202401,202403,202405,202407,202412
2023-08-08,O,2023-08-07 20:00:00,2023-08-08 14:20:00,2023-08-08 14:14:00,2023-08-08 14:15:00,75,,202312,202401,202403,202405,202407,202412
2023-08-09,O,2023-08-08 20:00:00,2023-08-09 14:20:00,2023-08-09 14:14:00,2023-08-09 14:15:00,74,,202312,202401,202403,202405,202407,202412
2023-08-10,O,2023-08-09 20:00:00,2023-08-10 14:20:00,2023-08-10 14:14:00,2023-08-10 14:15:00,73,,202312,202401,202403,202405,202407,202412
2023-08-11,O,2023-08-10 20:00:00,2023-08-11 14:20:00,2023-08-11 14:14:00,2023-08-11 14:15:00,72,,202312,202401,202403,202405,202407,202412
2023-08-14,O,2023-08-13 20:00:00,2023-08-14 14:20:00,2023-08-14 14:14:00,2023-08-14 14:15:00,71,,202312,202401,202403,202405,202407,202412
2023-08-15,O,2023-08-14 20:00:00,2023-08-15 14:20:00,2023-08-15 14:14:00,2023-08-15 14:15:00,70,,202312,202401,202403,202405,202407,202412
2023-08-16,O,2023-08-15 20:00:00,2023-08-16 14:20:00,2023-08-16 14:14:00,2023-08-16 14:15:00,69,,202312,202401,202403,202405,202407,202412
2023-08-17,O,2023-08-16 20:00:00,2023-08-17 14:20:00,2023-08-17 14:14:00,2023-08-17 14:15:00,68,,202312,202401,202403,202405,202407,202412
2023-08-18,O,2023-08-17 20:00:00,2023-08-18 14:20:00,2023-08-18 14:14:00,2023-08-18 14:15:00,67,,202312,202401,202403,202405,202407,202412
2023-08-21,O,2023-08-20 20:00:00,2023-08-21 14:20:00,2023-08-21 14:14:00,2023-08-21 14:15:00,66,,202312,202401,202403,202405,202407,202412
2023-08-22,O,2023-08-21 20:00:00,2023-08-22 14:20:00,2023-08-22 14:14:00,2023-08-22 14:15:00,65,,202312,202401,202403,202405,202407,202412
2023-08-23,O,2023-08-22 20:00:00,2023-08-23 14:20:00,2023-08-23 14:14:00,2023-08-23 14:15:00,64,,202312,202401,202403,202405,202407,202412
2023-08-24,O,2023-08-23 20:00:00,2023-08-24 14:20:00,2023-08-24 14:14:00,2023-08-24 14:15:00,63,,202312,202401,202403,202405,202407,202412
2023-08-25,O,2023-08-24 20:00:00,2023-08-25 14:20:00,2023-08-25 14:14:00,2023-08-25 14:15:00,62,,202312,202401,202403,202405,202407,202412
2023-08-28,O,2023-08-27 20:00:00,2023-08-28 14:20:00,2023-08-28 14:14:00,2023-08-28 14:15:00,61,,202312,202401,202403,202405,202407,202412
2023-08-29,O,2023-08-28 20:00:00,2023-08-29 14:20:00,2023-08-29 14:14:00,2023-08-29 14:15:00,60,,202312,202401,202403,202405,202407,202412
2023-08-30,O,2023-08-29 20:00:00,2023-08-30 14:20:00,2023-08-30 14:14:00,2023-08-30 14:15:00,59,,202312,202401,202403,202405,202407,202412
2023-08-31,O,2023-08-30 20:00:00,2023-08-31 14:20:00,2023-08-31 14:14:00,2023-08-31 14:15:00,58,,202312,202401,202403,202405,202407,202412
2023-09-01,O,2023-08-31 20:00:00,2023-09-01 14:20:00,2023-09-01 14:14:00,2023-09-01 14:15:00,57,,202312,202401,202403,202405,202407,202412
2023-09-04,X,,,,,,,,,,,,
2023-09-05,O,2023-09-04 20:00:00,2023-09-05 14:20:00,2023-09-05 14:14:00,2023-09-05 14:15:00,56,,202312,202401,202403,202405,202407,202412
2023-09-06,O,2023-09-05 20:00:00,2023-09-06 14:20:00,2023-09-06 14:14:00,2023-09-06 14:15:00,55,,202312,202401,202403,202405,202407,202412
2023-09-07,O,2023-09-06 20:00:00,2023-09-07 14:20:00,2023-09-07 14:14:00,2023-09-07 14:15:00,54,,202312,202401,202403,202405,202407,202412
2023-09-08,O,2023-09-07 20:00:00,2023-09-08 14:20:00,2023-09-08 14:14:00,2023-09-08 14:15:00,53,,202312,202401,202403,202405,202407,202412
2023-09-11,O,2023-09-10 20:00:00,2023-09-11 14:20:00,2023-09-11 14:14:00,2023-09-11 14:15:00,52,,202312,202401,202403,202405,202407,202412
2023-09-12,O,2023-09-11 20:00:00,2023-09-12 14:20:00,2023-09-12 14:14:00,2023-09-12 14:15:00,51,,202312,202401,202403,202405,202407,202412
2023-09-13,O,2023-09-12 20:00:00,2023-09-13 14:20:00,2023-09-13 14:14:00,2023-09-13 14:15:00,50,,202312,202401,202403,202405,202407,202412
2023-09-14,O,2023-09-13 20:00:00,2023-09-14 14:20:00,2023-09-14 14:14:00,2023-09-14 14:15:00,49,,202312,202401,202403,202405,202407,202412
2023-09-15,O,2023-09-14 20:00:00,2023-09-15 14:20:00,2023-09-15 14:14:00,2023-09-15 14:15:00,48,,202312,202401,202403,202405,202407,202412
2023-09-18,O,2023-09-17 20:00:00,2023-09-18 14:20:00,2023-09-18 14:14:00,2023-09-18 14:15:00,47,,202312,202401,202403,202405,202407,202412
2023-09-19,O,2023-09-18 20:00:00,2023-09-19 14:20:00,2023-09-19 14:14:00,2023-09-19 14:15:00,46,,202312,202401,202403,202405,202407,202412
2023-09-20,O,2023-09-19 20:00:00,2023-09-20 14:20:00,2023-09-20 14:14:00,2023-09-20 14:15:00,45,,202312,202401,202403,202405,202407,202412
2023-09-21,O,2023-09-20 20:00:00,2023-09-21 14:20:00,2023-09-21 14:14:00,2023-09-21 14:15:00,44,,202312,202401,202403,202405,202407,202412
2023-09-22,O,2023-09-21 20:00:00,2023-09-22 14:20:00,2023-09-22 14:14:00,2023-09-22 14:15:00,43,,202312,202401,202403,202405,202407,202412
2023-09-25,O,2023-09-24 20:00:00,2023-09-25 14:20:00,2023-09-25 14:14:00,2023-09-25 14:15:00,42,,202312,202401,202403,202405,202407,202412
2023-09-26,O,2023-09-25 20:00:00,2023-09-26 14:20:00,2023-09-26 14:14:00,2023-09-26 14:15:00,41,,202312,202401,202403,202405,202407,202412
2023-09-27,O,2023-09-26 20:00:00,2023-09-27 14:20:00,2023-09-27 14:14:00,2023-09-27 14:15:00,40,,202312,202401,202403,202405,202407,202412
2023-09-28,O,2023-09-27 20:00:00,2023-09-28 14:20:00,2023-09-28 14:14:00,2023-09-28 14:15:00,39,,202312,202401,202403,202405,202407,202412
2023-09-29,O,2023-09-28 20:00:00,2023-09-29 14:20:00,2023-09-29 14:14:00,2023-09-29 14:15:00,38,,202312,202401,202403,202405,202407,202412
2023-10-02,O,2023-10-01 20:00:00,2023-10-02 14:20:00,2023-10-02 14:14:00,2023-10-02 14:15:00,37,,202312,202401,202403,202405,202407,202412
2023-10-03,O,2023-10-02 20:00:00,2023-10-03 14:20:00,2023-10-03 14:14:00,2023-10-03 14:15:00,36,,202312,202401,202403,202405,202407,202412
2023-10-04,O,2023-10-03 20:00:00,2023-10-04 14:20:00,2023-10-04 14:14:00,2023-10-04 14:15:00,35,,202312,202401,202403,202405,202407,202412
2023-10-05,O,2023-10-04 20:00:00,2023-10-05 14:20:00,2023-10-05 14:14:00,2023-10-05 14:15:00,34,,202312,202401,202403,202405,202407,202412
2023-10-06,O,2023-10-05 20:00:00,2023-10-06 14:20:00,2023-10-06 14:14:00,2023-10-06 14:15:00,33,,202312,202401,202403,202405,202407,202412
2023-10-09,O,2023-10-08 20:00:00,2023-10-09 14:20:00,2023-10-09 14:14:00,2023-10-09 14:15:00,32,,202312,202401,202403,202405,202407,202412
2023-10-10,O,2023-10-09 20:00:00,2023-10-10 14:20:00,2023-10-10 14:14:00,2023-10-10 14:15:00,31,,202312,202401,202403,202405,202407,202412
2023-10-11,O,2023-10-10 20:00:00,2023-10-11 14:20:00,2023-10-11 14:14:00,2023-10-11 14:15:00,30,,202312,202401,202403,202405,202407,202412
2023-10-12,O,2023-10-11 20:00:00,2023-10-12 14:20:00,2023-10-12 14:14:00,2023-10-12 14:15:00,29,,202312,202401,202403,202405,202407,202412
2023-10-13,O,2023-10-12 20:00:00,2023-10-13 14:20:00,2023-10-13 14:14:00,2023-10-13 14:15:00,28,,202312,202401,202403,202405,202407,202412
2023-10-16,O,2023-10-15 20:00:00,2023-10-16 14:20:00,2023-10-16 14:14:00,2023-10-16 14:15:00,27,,202312,202401,202403,202405,202407,202412
2023-10-17,O,2023-10-16 20:00:00,2023-10-17 14:20:00,2023-10-17 14:14:00,2023-10-17 14:15:00,26,,202312,202401,202403,202405,202407,202412
2023-10-18,O,2023-10-17 20:00:00,2023-10-18 14:20:00,2023-10-18 14:14:00,2023-10-18 14:15:00,25,,202312,202401,202403,202405,202407,202412
2023-10-19,O,2023-10-18 20:00:00,2023-10-19 14:20:00,2023-10-19 14:14:00,2023-10-19 14:15:00,24,,202312,202401,202403,202405,202407,202412
2023-10-20,O,2023-10-19 20:00:00,2023-10-20 14:20:00,2023-10-20 14:14:00,2023-10-20 14:15:00,23,,202312,202401,202403,202405,202407,202412
2023-10-23,O,2023-10-22 20:00:00,2023-10-23 14:20:00,2023-10-23 14:14:00,2023-10-23 14:15:00,22,,202312,202401,202403,202405,202407,202412
2023-10-24,O,2023-10-23 20:00:00,2023-10-24 14:20:00,2023-10-24 14:14:00,2023-10-24 14:15:00,21,,202312,202401,202403,202405,202407,202412
2023-10-25,O,2023-10-24 20:00:00,2023-10-25 14:20:00,2023-10-25 14:14:00,2023-10-25 14:15:00,20,,202312,202401,202403,202405,202407,202412
2023-10-26,O,2023-10-25 20:00:00,2023-10-26 14:20:00,2023-10-26 14:14:00,2023-10-26 14:15:00,19,,202312,202401,202403,202405,202407,202412
2023-10-27,O,2023-10-26 20:00:00,2023-10-27 14:20:00,2023-10-27 14:14:00,2023-10-27 14:15:00,18,,202312,202401,202403,202405,202407,202412
2023-10-30,O,2023-10-29 20:00:00,2023-10-30 14:20:00,2023-10-30 14:14:00,2023-10-30 14:15:00,17,,202312,202401,202403,202405,202407,202412
2023-10-31,O,2023-10-30 20:00:00,2023-10-31 14:20:00,2023-10-31 14:14:00,2023-10-31 14:15:00,16,,202312,202401,202403,202405,202407,202412
2023-11-01,O,2023-10-31 20:00:00,2023-11-01 14:20:00,2023-11-01 14:14:00,2023-11-01 14:15:00,15,,202312,202401,202403,202405,202407,202412
2023-11-02,O,2023-11-01 20:00:00,2023-11-02 14:20:00,2023-11-02 14:14:00,2023-11-02 14:15:00,14,,202312,202401,202403,202405,202407,202412
2023-11-03,O,2023-11-02 20:00:00,2023-11-03 14:20:00,2023-11-03 14:14:00,2023-11-03 14:15:00,13,,202312,202401,202403,202405,202407,202412
2023-11-06,O,2023-11-05 20:00:00,2023-11-06 14:20:00,2023-11-06 14:14:00,2023-11-06 14:15:00,12,,202312,202401,202403,202405,202407,202412
2023-11-07,O,2023-11-06 20:00:00,2023-11-07 14:20:00,2023-11-07 14:14:00,2023-11-07 14:15:00,11,,202312,202401,202403,202405,202407,202412
2023-11-08,O,2023-11-07 20:00:00,2023-11-08 14:20:00,2023-11-08 14:14:00,2023-11-08 14:15:00,10,,202312,202401,202403,202405,202407,202412
2023-11-09,O,2023-11-08 20:00:00,2023-11-09 14:20:00,2023-11-09 14:14:00,2023-11-09 14:15:00,9,,202312,202401,202403,202405,202407,202412
2023-11-10,O,2023-11-09 20:00:00,2023-11-10 14:20:00,2023-11-10 14:14:00,2023-11-10 14:15:00,8,,202312,202401,202403,202405,202407,202412
2023-11-13,O,2023-11-12 20:00:00,2023-11-13 14:20:00,2023-11-13 14:14:00,2023-11-13 14:15:00,7,,202312,202401,202403,202405,202407,202412
2023-11-14,O,2023-11-13 20:00:00,2023-11-14 14:20:00,2023-11-14 14:14:00,2023-11-14 14:15:00,6,,202312,202401,202403,202405,202407,202412
2023-11-15,O,2023-11-14 20:00:00,2023-11-15 14:20:00,2023-11-15 14:14:00,2023-11-15 14:15:00,5,,202312,202401,202403,202405,202407,202412
2023-11-16,O,2023-11-15 20:00:00,2023-11-16 14:20:00,2023-11-16 14:14:00,2023-11-16 14:15:00,4,,202312,202401,202403,202405,202407,202412
2023-11-17,O,2023-11-16 20:00:00,2023-11-17 14:20:00,2023-11-17 14:14:00,2023-11-17 14:15:00,3,,202312,202401,202403,202405,202407,202412
2023-11-20,O,2023-11-19 20:00:00,2023-11-20 14:20:00,2023-11-20 14:14:00,2023-11-20 14:15:00,2,,202312,202401,202403,202405,202407,202412
2023-11-21,O,2023-11-20 20:00:00,2023-11-21 14:20:00,2023-11-21 14:14:00,2023-11-21 14:15:00,1,,202312,202401,202403,202405,202407,202412
2023-11-22,O,2023-11-21 20:00:00,2023-11-22 14:20:00,2023-11-22 14:14:00,2023-11-22 14:15:00,0,,202312,202401,202403,202405,202407,202412
2023-11-23,X,,,,,,,,,,,,
2023-11-24,O,2023-11-23 20:00:00,2023-11-24 14:20:00,2023-11-24 14:14:00,2023-11-24 14:15:00,19,202312,202401,202403,202405,202407,202412,202501
2023-11-27,O,2023-11-26 20:00:00,2023-11-27 14:20:00,2023-11-27 14:14:00,2023-11-27 14:15:00,18,202312,202401,202403,202405,202407,202412,202501
2023-11-28,O,2023-11-27 20:00:00,2023-11-28 14:20:00,2023-11-28 14:14:00,2023-11-28 14:15:00,17,202312,202401,202403,202405,202407,202412,202501
2023-11-29,O,2023-11-28 20:00:00,2023-11-29 14:20:00,2023-11-29 14:14:00,2023-11-29 14:15:00,16,202312,202401,202403,202405,202407,202412,202501
2023-11-30,O,2023-11-29 20:00:00,2023-11-30 14:20:00,2023-11-30 14:14:00,2023-11-30 14:15:00,15,202312,202401,202403,202405,202407,202412,202501
2023-12-01,O,2023-11-30 20:00:00,2023-12-01 14:20:00,2023-12-01 14:14:00,2023-12-01 14:15:00,14,202312,202401,202403,202405,202407,202412,202501
2023-12-04,O,2023-12-03 20:00:00,2023-12-04 14:20:00,2023-12-04 14:14:00,2023-12-04 14:15:00,13,202312,202401,202403,202405,202407,202412,202501
2023-12-05,O,2023-12-04 20:00:00,2023-12-05 14:20:00,2023-12-05 14:14:00,2023-12-05 14:15:00,12,202312,202401,202403,202405,202407,202412,202501
